game,is_Recommended,hours_players,comment
godfall,Not Recommended,40.8,"Posted: April 20, 2022
The only thing that is good in this game is the combat which is actually really fun. Everything else is just bad.
The story is trash and you can basically finish it in 5 hours playtime. The maps are super small, linear and boring, so are the different game modes where you basically fight the same 5 bosses from the story mode over and over again...

Who ever made the 3 difficulty ratings has NO clue what the word ""difficulty"" even means. The difference between ""easy"" and ""normal"" is basically non-existant but oh boi if you decide to go on hard mode. I played the game with 2 friends. Normal mode, all enemies died in 2 seconds. Hard mode? Every attack from the minor to boss enemies are a 1 shot (don't even get me started about the devs loving stuns) + the devs thought it was a good idea to make the people port back in the base after 3 deaths so the group has to endure another 5 minute long loading screen where someone might not even get ported.
The game modes are made to have a unfun experience. If you wanna upgrade your Valorplate you need to unlock different shards. The requirements are just dumb and frustrating. Reach lvl 15 in Ascendend Tower - die at room 13 and you just wasted 1+ hour on NOTHING cause you gotta redo the whole thing from floor 1.
Finish a Lightbringer after sealing 3 Dark Tears. All easy until you reach the very last wave where its 5 yellow bar enemies spawning that all perma stun the player.

The game could be very good but sadly it really is not and I am glad I only spend 15 bucks on it. This game is defo NOT worth 40 bucks!"
godfall,Recommended,1.9,"Posted: April 8, 2022
I'm playing Godfall for the very first time and I came across some negative reviews early on due to it being very loot focused, but I have to say - I'm really enjoying it. The developers described it quite well: ""We wanted to create an experience that was fun to play solo, better with friends, and with none of the hassles or FOMO of a live-service product with microtransactions."" - and in my opinion they definitely succeeded with that intention.

It looks gorgeous, it's a lot of fun to play - that's all I really wanted from this particular game.
The loot itself is also beautifully crafted and a joy to look at in your inventory.

Definitely recommend!"
godfall,Recommended,28.4,"Posted: September 21, 2022
Got this on sale, and for the first couple of hours, yeah, I found it fun. This is a mindless hack and slasher to be sure. RPG elements are not that deep, and the story is as about as generic as you can get. The core gameplay is fun, and the worlds are beautiful, but if you're looking for an ARPG with depth, look somewhere else. But if you want the videogame equivalent of banging your pre-teen action figures together, this is the game for you.

...........................damn, now I want some Godfall action figures

EDIT: Jesus, okay, after 20 hours, I can say that the killing blow for this game is the lack of a community. I swear, all this game needs is people to play with, and it immediately would become five times as fun. And I know you could say the same for playing anything, but this feels like it was made for party play, and much of the issues I've had playing this game, from the tedium in the spirit realm to the difficulty in the tower and dreamstones would be alleviated with multiplayer.

This game needed a community to keep it entertaining for endgame, but since it crapped the bed on release, nobody's playing, and the single player experience past the campaign is just hollow. Here's the thing, a lot of the progression mechanics mean nothing without other people to compare and show things to, so even the act of making your character better loses it's luster after a while. I still recommend this game, I got almost thirty hours out of it, and most of it was enjoyable, but there's just no value in the endgame without other people. And as I've both heard and experienced, the expansion Fire and Darkness is very anti single player.

Get this if you plan on playing with friends, it's on sale, or you have the understanding that you will likely get bored after beating the base campaign, preferably all three. This is a good game that could have been great, and I honestly lament that since I could really go for a solid co-op melee ARPG with a large playerbase."
godfall,Recommended,5.3,"Posted: June 22
I don't know about the story, but the game is more fun than the reviews would lead you to believe. Defiantly worth picking up at sale price."
godfall,Recommended,13.7,"Posted: July 21
Loved the atmosphere and environment
Enjoyed the gameplay
Meh story
Decent but underrated probably coz it's grindy"
godfall,Not Recommended,75.4,"Posted: April 22, 2022
Worth 15 euros at best.

Editing my review because the devs have patched some stuff. They patched some endgame stuff to be less tedious, which is a welcome change. Shame it took so long between the updates.

Story is maximum blandness, like a 12 year old boy wrote it for some school essay. In summary: ""Bad guy is bad because he betrayed you and he is also bad. It will be a tough fight, but you are good and you fight for the good of others so you will win."" I'd recommend getting a hang of the mechanics and then boosting up to the endgame.

Combat is really good, feels fluent and is pretty challenging. Endgame modes are decent EXCEPT for the spirit realm, that mode is extremely boring (a bit less boring solo now with the patch improvements, but still not great to solo). Valorplate shard issue has been patched, you can now exalt a plate easier!

There is quite some build variety if you look for it, sadly it seems like ailments + consume or longsword + weapon tech spam is always an easy win for every valorplate. Sometimes it seems the valorplate is just a skin. The shards alleviated that a bit, but it still feels like a minimal difference. Items are interesting though, and you can definitely build around some good items.

The lore is surprisingly good (from what I've heard), but it's all hidden in the codex and barely mentioned during the story.

Overall, it looks very good, but it boils down to a shiny game with very good combat, dragged down by a lack of character, empty feeling worlds and a mindless grind. Get it for the combat and the loot grind, otherwise it's probably not worth your time."
godfall,Recommended,0.9,"Posted: February 26
Ok, I just bought the game to write a review because I already completed it on EPICSTORE and I can t believe how many bad reviews this game has. Let s start by saying this is a gorgeous game. The first time I saw it reminded me to Destiny 2 medieval style with a mix of Diablo looter and Soulslike gameplay and... definitely it is all those. I bought it the next day and finished in a couple of weeks, then, when the expansions came I finished those as well. The old and new biomes are a spectacular work of art.

Now the loot and abilities system. It's flawless. Weapons are varied and skills activate new combos. You unlock new set of armors with their own abilities. Damn, this game is PACKED to the top.

Gamplay is dynamic, fast, strategic and non super punishing. I believe this is one of the things that some people might critisize if they are used to play games that have the phrase ""you are dead"" as a signature. This one has ""you are awesome"" and I love it. Bosses require a bit of planning and high level bosses my kill you a couple of times but with a little attention and a good coordination mouse / keyboard you can defeat all odds without feeling the game is a boring slug.

The story is ok... maybe the weakest point but it is the excuse to make it a solo adventure. I like how the game always centers you as the hero that is facing impossible odds and still triumphs. I don t know why people like unnecesary punishment in games but this is a breeze of fresh air. If you hate the punishment in soulslike games, here you are welcome to feel EPIC.

Overall this game is a 10 out of 10 for me. As I said I bought the game just to write a review as I cannot pass my progress from EPIC to STEAM but got hooked and played 48 minutes only to remember how much I like it and that I will probably play all over again in STEAM just to get the achievements as well.

Truth to be told I play only a couple of games in multiplayer and they were fine but not my cup of tea.

So don t pay much attention to the negatives. Try the game and have fun. This is one of the most intuitive hack and slash games I have play, it s beautiful, has tons of loots, lots of armors. Nothing can go wrong here. I have no clue if bad reviewers are using controller but is notizable this game was made for mouse and keyboard as it flows fantastically. Have nothing more to say but want to say more because this game truly deservers better.

Just have fun and enjoy the adventure!"
godfall,Recommended,195.2,"Posted: October 18, 2022
Sure It has flaws and weaknesses and it could really do with better loot in some of the late game content.
But smashing someone in the face with a huge hammer never gets old."
godfall,Recommended,56.1,"Posted: July 11, 2022
Bought for $20 in July 2022. The combat is excellent. The loot is plentiful and meaningful. The character building is solid.

After consulting the patch history, the game has been improved massively since released. The most recent major update, the Exalted Update published in April 2022, added even more unique build possibilities for each class (Valorplate) and another harder endgame activity.

If you enjoy this style of melee combat and character building, do yourself a favor and get this! I would say it's worth $40, but at $20 it's a great bargain."
godfall,Not Recommended,3.9,"Posted: February 5
visually stunning but combat feels jerky and kinda wrong like it wants to be a hack and slash but you have parry mechanics that sometimes just dont work and Im not talking about unparry-able attacks I mean i have literally had the parry flash go off and the opponent continue their combo leaving you to just get railed on

that said its not a bad game just the combat feels off, the games advertised as a melee looter shooter not a darksouls esq clone with worse combat even the twinblades the faster of the weapons feels sluggish

as it stands i can't recommend this game, but if I play more and start to enjoy it more and if I find out its just me being bad at the game and not understanding things then i'll change my review but as it stands the combat really does seem to let this combat orientated game down"
godfall,Recommended,6.9,"Posted: May 30, 2022
Had this game for free when I purchased a new GPU it was a promotional thing back when it was an Epic Store exclusive, loved the game back then even though it was literally weeks old and lacking a lot of the current content. Fast forward to today and I bought 2 copies of this game one for myself and the other for a friend, its still a great game and excellent value for what I paid per copy (£9). All the negative reviews I have seen are those who either have not completed the game and are just basing it on BS they assume is correct like gear means nothing and you dont make builds lol wait until end game and then say that, also someone said there was no 180 degree turn in the game lol Press 'X' on your keyboard and you'll do a 180 turn... So many ignorant reviews and blatant lies. This game is fun, very shiny, and visual eye candy with what I personally think is some really fun combat.

I recommend this game to anyone who likes a nice hack and slash game with a bit of loot thrown in for good measure."
godfall,Not Recommended,172.4,"Posted: May 8, 2022
This game is just garbage, it's full of bugs and feels like a cheap early access game.

You get stuck on geometry when colliding with enemies.
Enemies get stuck under the floor preventing you from completing a challenge.

Key inputs get eaten by the system or generate ghost inputs, inputs get buffered when you don't want to, and don't buffer when you actually want them to.
Kragani has retarded mechanics preventing him to die even though his health pool was 0, though sometimes it just dies out of nowhere or from a heavy attack and sometimes you need to kill it by blocking his perilous head smash which is just aggrevating at best.

Lightbringer is a meh game mode at best, decent challenge if you like these things.
Spirit realms is just boring and bland.
Unlocking everything is required to get your valorplate exalted though some challenges require you to do 10 mid bosses in spirit realms which can take about 30 minutes per run for 2 bosses if you play it right....

Decursing gear and augments was boring and aggrevating and some aren't even worth the hassle.

I've completed the ascended tower of trials which was really the most fun this game had to offer at best.
Exalted tower of trials is just borderline insane and requires a strong build with everything min maxed and preferably exalted valorplate, but getting exalted is just pure agony.
I cleared round 3 in the exalted tower but there's no tuning, you just get tossed around and gang banged, even the augment that should prevent getting interupted doesn't work against all the knockbacks the enemies do.
not to mention the fact that some enemies can lock you into place preventing movement or any attacks or defence / dodge for that matter, which leaves you open to all the attacks coming in at the same time.
it's not difficult, it's just broken mechanics tossed on top of eachother and calling it 'hard'.

the game mentions that you should bring some friends to clear it, personally i feel this should just scale to the amount of players entering the challenge, but that's just me.

after 172 hours, from which the last 40 hours i've spent grinding the first three levels of ascended tower i've decided to call it quits.

the game has actual potential but it's just a broken and bland game in it's current state.
the only reason i don't actually regret the purchase is that i've bought it for € 12,- , this game isn't worth more than € 15,- at best now."
godfall,Recommended,94.2,"Posted: April 16, 2022
If you want a game to let off some steam then this one is a very good choice.
I have to admit, i was skeptical about purchasing it because of the reviews i read about it and because of some friends' opinions about the game. Still, i took a chance and boy was i not disapponted, not much at least.

Gameplay wise you have a typical third person hack and slash game, similar to Devil May Cry, God of War, Warframe etc but with an added loot flair coming from Diablo. It has good, fast-pased melee oriented combat which is very easy to get the hang of, you get multiple weapons, each with its own playstyle and abilities, a shield (useable with every weapon) and a banner giving you aoe buffs. You get 12 Valorplates each with its own buffs and abilities and each complementing a certain playstyle and a skill tree, which was the biggest surprise for me, which you can reset anytime you want for mfree unlimited times. This means you can test an unlimited amount of valorplate-gear-skill combos with the click of a button!

The game is supported by very nice graphics, the environments look gorgeous and distinctive from each other and even at low settings it is still very beautiful to look at.

My biggest letdown with the game was the story. It seems to have an interesting story to tell but it omits the usual story exposition during gameplay and wants you to go and read the Codex in order to get a glimpse of the story and the characters. That makes it very hard to bond with them and look at the game as a true Action-Rpg rather than a simple Hack and Slash with bits and pieces of story sprinkled over it. I wish it was better in this end.

Ultimately, Godfall does deliver on some fronts but fails on others. Personally, i didn't buy it for the story but for the gameplay and to have some fun with some friends. So, if you want to just mindlessly slash your way through enemies, blow some steam and have some fun with friends then go for it, albeit at a discount. I can not excuse paying premium for this game. If you want a story-rich adventure similar ot Devil May Cry or God of War then you should look elsewere because unfortunately this game fails to deliver.

If i were to rate Godfall, i'd give it a 6.5/10. A good game with some great ideas that could be a lot better but is still fun to play."
godfall,Recommended,29.4,"Posted: July 2, 2022
Play this with another person, it's way more fun than playing solo. My son and I are having fun. we dig it."
godfall,Not Recommended,1.1,"Posted: June 4, 2022
Product received for free

This is the fake Video Game they play in the Movies."
godfall,Recommended,251.9,"Posted: May 29, 2022
I played a lot of this game and I would be cautious about who I would recommend this to. Ultimately it's not a bad game and does satisfies a certain craving -- kind of like how a tablespoon of sugar satiates a craving for cake. It's not new, innovated or particularly exciting, but the gameplay loop is entertaining enough for the completionists who want to ""collect them all"", or the folks who want to push further and further for personal bests. At the end of the grind and all the hours spent you won't be better off, and although the experience wasn't gruelling, there was no net gain.

There's a decent frame here in which to expand of course! Adding a shard system which makes Valorplates different was a start but also wasn't enough to really kick it up a notch. The combat system goes from brilliance to mediocre to downright unforgiving. You will suffer knockback loops and be faced with challenges that might seem unfair, but get a few pieces of gear or augments and you can quickly trivialize most content. There really isn't a good middle ground; you just get tossed and tussled until you get better items and then you're the one doing the tossing and tusseling. The endgame essentially boils down to running the same content over and over hoping for a slightrly better drop with stats that bumps you up by a couple of percents so you can run the same content at a slightly faster pace. If you're into ""GRift"" running in Diablo 3 for personal bests you might enjoy Godfall, however mind that while a Greater Rift takes minutes, Tower Runs can take an hour or two. Godfall Fatigue is real.

Anyway, it's hard to pick thumbs up or thumbs down mostly because Godfall exists in the very middle between ""just okay"" and ""decent"". Because it managed to hook me for over a hundred hours I'll give it a thumbs up, but I'm also easily entertained. Going back to my original point, this would be a hard game to recommend to just anyone."
godfall,Not Recommended,0.9,"Posted: April 7, 2022
Sluggish combat. Annoying enemies. Classic generic Unreal-engine overuse of bloom & post-processing effects that leave the screen a mess of blurry grease. Oh and the story? It might as well not exist. Just a complete miss. I guess I should have known better from the fact it was an Epic exclusive. That usually means the developer knows they're not going to succeed in the open market."
godfall,Recommended,37.4,"Posted: November 25, 2022
Lot of people said, that the game suck but for me this game is not that bad at all. Nice story, gameplay, graphics. Lot of variations of weapons and fighting styles with combos. If you dont know what to play, try this one out."
godfall,Not Recommended,55.3,"Posted: March 1
It's pretty fun hack and slash grind if you can ignore the generic story and very very basic script. Honestly, I felt stupid listening to it.
Game is extremely repetitive, but I have fun because the combat gets progressively more complex and it's great to mush buttons to de-stress on normal with unlimited lives.
That is until you reach 50 where it goes to Time attack, Time attack, Time attack . . . ♥♥♥♥♥ annoying . . . I want to mash buttons and methodically dismantle my enemies. Not here, the timer keeps screaming at you non stop. All end game modes are ♥♥♥♥♥ timed . . ."
godfall,Recommended,23.2,"Posted: February 12
I don't get the negative reviews. The combat feels great, the bosses are challenging, the weapon variation is solid and the leveling system is very good. Lots of stuff to do when finishing the story including a lot of different ways to setup a build.

I can only complain about having to abandon a mission 1 time from getting stuck and not having some sort of minimap but it's minor stuff that doesn't matter in the long run."
godfall,Not Recommended,2.2,"Posted: April 8, 2022
The gameplay is pretty fun if you just want a hack and slash looter. The core issue is that you'll have 30 second long fights every 5 minutes if you actually play the game the way it was intended. You'll spend 30 minutes running around a big, empty map with maybe 20 total enemies throughout it, and that's it. That's the game.

It's just boring. Even if the combat were 200% better than it is, the game would still just be bland because of how little combat there actually is."
godfall,Not Recommended,1.1,"Posted: April 8, 2022
Product refunded

Dull.
It's too bad, I know that if I played this a decade ago it would've been incredible, something akin to Darksiders for my younger self, but after the years of seeing game after game already do this, it's just so bland that there's nothing here to hold your interest.

If you're new to gaming, or this genre of gaming, this is a great starter experience for you. If not, then save yourself the trouble and move on, nothing interesting to do here."
godfall,Not Recommended,45.3,"Posted: September 12, 2022
Although very polished and visually appealing, this game is very VERY boring."
godfall,Recommended,28.8,"Posted: April 13, 2022
Does exactly what it says on the tin.
My sole gripe is the camera when trying to fight several enemies at once. I'm just starting to get used to it, but it'd be nice to have more options."
godfall,Not Recommended,68.5,"Posted: May 14, 2022
I really want to like this game but this is more like a stunlock simulator than a game. I don't really care about the story, I play the game for the combat and loot but the combat just feel clunky sometime."
godfall,Recommended,56.9,"Posted: July 21, 2022
just got 100% achievements for this game. if you like c*ck and ball torture this game is for you."
godfall,Recommended,31.6,"Posted: November 24, 2022
It's ok for the price. No more, no less. Just good"
godfall,Not Recommended,5.0,"Posted: February 10
I really tried to like this game. Game is sometimes too dark, sometimes too bright. Combat is awkward to get used to. Sorry for the bad review. I don't want to sink hundreds of hours into this game. Not worth it."
godfall,Recommended,10.7,"Posted: September 14, 2022
It would be much better if you could save during missions so that when the game crashes (which seems to be often), you aren't reset to the beginning of the mission. The artwork is beautiful though and I like being able to switch between valorplates."
godfall,Not Recommended,23.7,"Posted: May 28, 2022
Graphics is nice ... combat is just so so and not really satisfying. Weapons and items makes the game interesting however, the issue is with the combat system. Most of the boss fights are stressful and the block/parry system is murky and not intuitive. Maybe people who enjoys endless dying experience like dark souls series might be okay with this game. For others who wants to enjoy a fun action game... look elsewhere."
godfall,Not Recommended,1.6,"Posted: December 24, 2022
Product received for free

Keyboard controls are horrendous in this game, and my DS4 controller (which works in every other steam game advertised with full controller support) doesn't work in this game. Game forces you to always be online even if you play single-player, and was an epic exclusive."
godfall,Not Recommended,9.5,"Posted: October 9, 2022
Graphics are very good but the gameplay is very mediocre. For a game being so focussed on being fast paced the combat can feel a bit sluggish. Also enemy attacks can be unclear making them annoying to block/dodge. Then there is just silly stuff like in the first major boss is so big that it is not possible to see the attacks she is making."
